"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,γ,"R e,out/R e,in",t out/t in,φ r,ke,"fy,out","fy,in","fc,ref",N0,Nexp
78.9,3.7,35.35,2.8,1877.25869,646.5397681,2523.798458,14984.72937,3925.804866,0.483523447,0.0,2.231966054,1.321428571,1.0,1.0,357.7,385.6,53.7,1725.481135,2634.0
76.6,6.0,35.35,2.8,3000.849303,646.5397681,3647.389071,13861.13876,3925.804866,0.498041775,0.0,2.166902405,2.142857143,1.0,1.0,428.6,385.6,90.7,2792.675031,3212.0
76.6,6.0,35.35,2.8,3000.849303,646.5397681,3647.389071,13861.13876,3925.804866,0.498041775,0.0,2.166902405,2.142857143,1.0,1.0,428.6,385.6,141.0,3489.89031,3566.0
67.0,3.0,19.0,5.0,1291.194581,675.4424205,1966.637001,12293.05205,1134.114948,0.358208955,0.0,3.526315789,0.6,1.0,1.0,285.0,290.0,37.81638202,1028.74751,1232.4
67.0,3.0,24.0,5.0,1291.194581,832.5220532,2123.716634,11460.53,1809.557368,0.432835821,0.0,2.791666667,0.6,1.0,1.0,285.0,290.0,37.81638202,1042.817632,1223.7
65.0,5.0,31.0,3.0,2120.575041,612.6105675,2733.185609,9641.547854,3019.07054,0.523076923,0.0,2.096774194,1.666666667,1.0,1.0,290.0,285.0,37.81638202,1154.169231,1347.0
65.0,5.0,36.0,3.0,2120.575041,706.8583471,2827.433388,8494.866535,4071.504079,0.6,0.0,1.805555556,1.666666667,1.0,1.0,290.0,285.0,37.81638202,1137.666509,1334.3
87.0,3.0,19.0,5.0,1668.185699,675.4424205,2343.62812,21969.15743,1134.114948,0.275862069,0.0,4.578947368,0.6,1.0,1.0,300.0,320.0,37.81638202,1547.391334,1852.2
87.0,3.0,24.0,5.0,1668.185699,832.5220532,2500.707752,21136.63537,1809.557368,0.333333333,0.0,3.625,0.6,1.0,1.0,300.0,320.0,37.81638202,1566.173845,1841.4
85.0,5.0,31.0,3.0,2748.893572,612.6105675,3361.504139,19066.32581,3019.07054,0.4,0.0,2.741935484,1.666666667,1.0,1.0,320.0,300.0,37.81638202,1784.448574,2057.5
85.0,5.0,36.0,3.0,2748.893572,706.8583471,3455.751919,17919.6445,4071.504079,0.458823529,0.0,2.361111111,1.666666667,1.0,1.0,320.0,300.0,37.81638202,1769.359569,2043.3
97.5,4.0,34.0,4.0,2500.707752,904.7786842,3405.486436,25328.30537,3631.681108,0.38974359,0.0,2.867647059,1.0,1.0,1.0,711.2,450.0,92.48377802,4528.111133,5572.1
97.5,4.0,53.0,4.0,2500.707752,1382.300768,3883.00852,19657.73063,8824.733764,0.584615385,0.0,1.839622642,1.0,1.0,1.0,711.2,378.0,102.9202867,4324.192315,4751.4
95.5,6.0,53.0,4.0,3713.362517,1382.300768,5095.663284,18445.07587,8824.733764,0.596858639,0.0,1.801886792,1.5,1.0,1.0,770.5,378.0,102.7061887,5278.078952,6081.5
144.0,6.0,97.5,4.0,5541.769441,2500.707752,8042.477193,32778.59235,29864.76516,0.704861111,0.0,1.476923077,1.5,1.0,1.0,770.5,711.2,102.7061887,9415.000999,9783.8
144.0,6.0,97.5,4.0,5541.769441,2500.707752,8042.477193,32778.59235,29864.76516,0.704861111,0.0,1.476923077,1.5,1.0,1.0,770.5,711.2,92.48377802,9079.924766,9438.3
60.5,3.0,22.1,1.9,1168.672467,275.1721005,1443.844568,9689.457142,1534.385268,0.396694215,0.0,2.737556561,1.578947368,1.0,1.0,319.7,326.7,35.79748712,810.3815302,840.0
60.5,3.0,27.64,2.36,1168.672467,427.3521053,1596.024572,8671.581122,2400.081283,0.495867769,0.0,2.188856729,1.271186441,1.0,1.0,319.7,336.2,35.79748712,827.721179,956.0
60.5,3.0,22.1,1.9,1168.672467,275.1721005,1443.844568,9689.457142,1534.385268,0.396694215,0.0,2.737556561,1.578947368,1.0,1.0,319.7,326.7,35.79748712,810.3815302,760.0
60.5,3.0,27.64,2.36,1168.672467,427.3521053,1596.024572,8671.581122,2400.081283,0.495867769,0.0,2.188856729,1.271186441,1.0,1.0,319.7,336.2,35.79748712,827.721179,820.0
67.0,3.0,22.1,1.9,1291.194581,275.1721005,1566.366681,12293.05205,1534.385268,0.358208955,0.0,3.031674208,1.578947368,1.0,1.0,329.3,326.7,35.79748712,955.1494731,1042.0
66.0,4.0,35.08,2.92,1709.026404,670.3957661,2379.42217,9148.317807,3866.064026,0.575757576,0.0,1.881413911,1.369863014,1.0,1.0,309.5,311.9,35.79748712,1065.5269,1120.0
66.0,4.0,34.25,3.75,1709.026404,851.1752596,2560.201663,9148.317807,3685.284532,0.575757576,0.0,1.927007299,1.066666667,1.0,1.0,309.5,340.1,35.79748712,1145.915167,1120.0
88.0,2.0,15.6,2.0,1118.406985,208.6017522,1327.008737,23355.35377,764.5379882,0.2,0.0,5.641025641,1.0,1.0,1.0,268.26,268.26,39.10598436,1269.317463,1402.39
88.0,2.0,24.4,2.0,1118.406985,319.1858136,1437.592798,22138.92909,1870.378602,0.3,0.0,3.606557377,1.0,1.0,1.0,268.26,268.26,39.10598436,1251.413259,1308.25
88.0,2.0,33.2,2.0,1118.406985,429.769875,1548.17686,20435.93455,3462.789086,0.4,0.0,2.65060241,1.0,1.0,1.0,268.26,268.26,39.10598436,1214.481261,1252.05
88.0,2.0,42.0,2.0,1118.406985,540.3539364,1658.760921,18246.37013,5541.769441,0.5,0.0,2.095238095,1.0,1.0,1.0,268.26,268.26,39.10598436,1158.52147,1157.3
88.0,2.0,50.8,2.0,1118.406985,650.9379978,1769.344983,15570.23585,8107.319666,0.6,0.0,1.732283465,1.0,1.0,1.0,268.26,268.26,39.10598436,1083.533884,1116.62
88.0,2.0,59.6,2.0,1118.406985,761.5220592,1879.929044,12407.53169,11159.43976,0.7,0.0,1.476510067,1.0,1.0,1.0,268.26,268.26,39.10598436,989.5185055,1037.3
88.0,2.0,68.4,2.0,1118.406985,872.1061206,1990.513105,8758.257663,14698.12973,0.8,0.0,1.286549708,1.0,1.0,1.0,268.26,268.26,39.10598436,876.4753328,986.09
87.0,3.0,24.1,2.0,1668.185699,315.4159024,1983.601601,21638.63046,1824.668429,0.3,0.0,3.609958506,1.5,1.0,1.0,336.54,336.54,39.10598436,1513.761227,1620.26
87.0,3.0,23.1,3.0,1668.185699,463.6990757,2131.884775,21638.63046,1676.385256,0.3,0.0,3.766233766,1.0,1.0,1.0,336.54,336.54,39.10598436,1563.664446,1681.03
87.0,3.0,22.1,4.0,1668.185699,605.6990636,2273.884763,21638.63046,1534.385268,0.3,0.0,3.936651584,0.75,1.0,1.0,336.54,336.54,39.10598436,1611.453122,1734.09
87.0,3.0,21.1,5.0,1668.185699,741.4158662,2409.601565,21638.63046,1398.668465,0.3,0.0,4.123222749,0.6,1.0,1.0,336.54,336.54,39.10598436,1657.127255,1792.03
87.0,3.0,20.1,6.0,1668.185699,870.8494836,2539.035183,21638.63046,1269.234848,0.3,0.0,4.328358209,0.5,1.0,1.0,336.54,336.54,39.10598436,1700.686845,1844.08
87.0,3.0,18.1,8.0,1668.185699,1110.867162,2779.052861,21638.63046,1029.217169,0.3,0.0,4.806629834,0.375,1.0,1.0,336.54,336.54,39.10598436,1781.462394,1957.58
87.0,3.0,16.1,10.0,1668.185699,1325.7521,2993.937799,21638.63046,814.3322317,0.3,0.0,5.403726708,0.3,1.0,1.0,336.54,336.54,39.10598436,1853.779771,2068.39
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1670.25
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1657.74
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1644.03
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1635.11
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1624.57
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1622.87
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1618.74
87.0,3.0,31.8,3.0,1668.185699,627.6902122,2295.875911,19974.12043,3176.904155,0.4,0.0,2.735849057,1.0,1.0,1.0,336.54,336.54,39.10598436,1553.76172,1609.82
84.0,6.0,14.4,3.0,3279.82273,299.7079392,3579.53067,21215.92917,651.4406526,0.207142857,0.0,5.833333333,2.0,1.0,1.0,336.54,336.54,32.87843136,1902.201723,1570.48
84.0,6.0,14.4,3.0,3279.82273,299.7079392,3579.53067,21215.92917,651.4406526,0.207142857,0.0,5.833333333,2.0,1.0,1.0,336.54,336.54,42.06713933,2097.1487,1742.4
84.0,6.0,14.4,3.0,3279.82273,299.7079392,3579.53067,21215.92917,651.4406526,0.207142857,0.0,5.833333333,2.0,1.0,1.0,336.54,336.54,51.43074215,2295.806234,1931.76
84.0,6.0,14.4,3.0,3279.82273,299.7079392,3579.53067,21215.92917,651.4406526,0.207142857,0.0,5.833333333,2.0,1.0,1.0,336.54,336.54,60.93978756,2497.549468,2160.93
84.0,6.0,14.4,3.0,3279.82273,299.7079392,3579.53067,21215.92917,651.4406526,0.207142857,0.0,5.833333333,2.0,1.0,1.0,336.54,336.54,70.57334265,2701.934291,2441.26
84.0,6.0,14.4,3.0,3279.82273,299.7079392,3579.53067,21215.92917,651.4406526,0.207142857,0.0,5.833333333,2.0,1.0,1.0,336.54,336.54,80.31575589,2908.62864,2637.61
197.0,2.75,164.5,2.5,3427.673935,2603.594912,6031.268846,34306.19178,85012.2826,0.847715736,0.0,1.197568389,1.1,1.0,1.0,218.7,207.87,31.06520919,2356.570588,2199.0
197.0,2.75,164.5,2.5,3427.673935,2603.594912,6031.268846,34306.19178,85012.2826,0.847715736,0.0,1.197568389,1.1,1.0,1.0,218.7,207.87,31.06520919,2356.570588,2274.0
197.0,2.75,164.5,2.5,3427.673935,2603.594912,6031.268846,34306.19178,85012.2826,0.847715736,0.0,1.197568389,1.1,1.0,1.0,218.7,207.87,31.06520919,2356.570588,2452.0
197.0,2.75,164.5,2.5,3427.673935,2603.594912,6031.268846,34306.19178,85012.2826,0.847715736,0.0,1.197568389,1.1,1.0,1.0,218.7,207.87,31.06520919,2356.570588,2340.0
197.0,2.75,164.5,2.5,3427.673935,2603.594912,6031.268846,34306.19178,85012.2826,0.847715736,0.0,1.197568389,1.1,1.0,1.0,218.7,207.87,31.06520919,2356.570588,2527.0
49.62611577,6.905680503,21.25,3.0,2303.0784,428.8273972,2731.905797,5889.50877,1418.625433,0.551386994,0.0,2.335346624,2.04,1.082628561,0.14131047,500.0,425.0,70.0,1746.056458,1677.0
51.98442823,4.66020596,21.25,3.0,1590.3804,428.8273972,2019.207797,6642.32677,1418.625433,0.526372911,0.0,2.446326034,1.376666667,1.082628561,0.153952872,476.0,400.0,70.0,1393.514903,1253.0
53.09023981,3.554394376,21.25,3.0,1225.35,428.8273972,1654.177397,7007.35717,1418.625433,0.515409139,0.0,2.498364226,1.05,1.082628561,0.160222969,491.0,425.0,70.0,1274.413496,1065.0
54.1960514,2.392163834,21.25,3.0,832.5664,428.8273972,1261.393797,7380.07077,1418.625433,0.504892775,0.0,2.550402419,0.706666667,1.082628561,0.166913759,468.0,425.0,70.0,1088.497673,935.0
53.03382085,3.554394376,21.25,3.0,1224.09,428.8273972,1652.917397,6988.54717,1418.625433,0.515957447,0.0,2.495709217,1.05,1.082628561,0.159895104,491.0,400.0,70.0,1261.757451,1040.0
54.1960514,2.392163834,21.25,3.0,832.5664,428.8273972,1261.393797,7380.07077,1418.625433,0.504892775,0.0,2.550402419,0.706666667,1.082628561,0.166913759,468.0,400.0,70.0,1077.776988,870.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,856.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,872.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,667.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,750.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,480.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,486.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,920.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,868.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,596.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,570.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,380.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,374.5,39.10598436,986.3907202,379.0
64.31761252,3.385137501,13.0,3.0,1404.0,273.3185609,1677.318561,12191.75228,530.9291585,0.280701754,0.0,4.947508656,1.0,1.055243095,0.28935564,275.9,422.3,46.8,1073.360035,1054.0
64.31761252,3.385137501,13.0,3.0,1404.0,273.3185609,1677.318561,12191.75228,530.9291585,0.280701754,0.0,4.947508656,1.0,1.055243095,0.28935564,275.9,422.3,46.8,1073.360035,1060.0
64.31761252,3.385137501,41.0,3.0,1404.0,801.1061267,2205.106127,6913.876623,5281.017251,0.771929825,0.0,1.568722257,1.0,1.055243095,0.072577242,275.9,374.5,46.8,1010.94727,990.0
64.31761252,3.385137501,41.0,3.0,1404.0,801.1061267,2205.106127,6913.876623,5281.017251,0.771929825,0.0,1.568722257,1.0,1.055243095,0.072577242,275.9,374.5,46.8,1010.94727,1000.0
64.31761252,3.385137501,41.0,3.0,1404.0,801.1061267,2205.106127,6913.876623,5281.017251,0.771929825,0.0,1.568722257,1.0,1.055243095,0.072577242,275.9,370.2,46.8,1007.502514,870.0
64.31761252,3.385137501,41.0,3.0,1404.0,801.1061267,2205.106127,6913.876623,5281.017251,0.771929825,0.0,1.568722257,1.0,1.055243095,0.072577242,275.9,370.2,46.8,1007.502514,996.0
98.16898754,3.385137501,41.0,3.0,2124.0,801.1061267,2925.106127,24193.87662,5281.017251,0.505747126,0.0,2.39436555,1.0,1.055243095,0.166334688,275.9,370.2,46.8,2014.854514,1725.0
98.16898754,3.385137501,41.0,3.0,2124.0,801.1061267,2925.106127,24193.87662,5281.017251,0.505747126,0.0,2.39436555,1.0,1.055243095,0.166334688,275.9,370.2,46.8,2014.854514,1710.0
132.0203626,3.385137501,54.0,3.0,2844.0,1046.150354,3890.150354,44548.96547,9160.884178,0.487179487,0.0,2.444821529,1.0,1.055243095,0.180587032,275.9,294.5,46.8,3177.642463,2580.0
132.0203626,3.385137501,54.0,3.0,2844.0,1046.150354,3890.150354,44548.96547,9160.884178,0.487179487,0.0,2.444821529,1.0,1.055243095,0.180587032,275.9,294.5,46.8,3177.642463,2460.0
165.8717376,3.385137501,79.5,3.0,3564.0,1526.81403,5090.81403,65053.535,19855.65097,0.56122449,0.0,2.08643695,1.0,1.055243095,0.136806511,275.9,320.5,46.8,4517.156935,3240.0
165.8717376,3.385137501,79.5,3.0,3564.0,1526.81403,5090.81403,65053.535,19855.65097,0.56122449,0.0,2.08643695,1.0,1.055243095,0.136806511,275.9,320.5,46.8,4517.156935,3430.0
64.31761252,3.385137501,13.0,3.0,1404.0,273.3185609,1677.318561,12191.75228,530.9291585,0.280701754,0.0,4.947508656,1.0,1.046161018,0.28935564,275.9,415.42,39.10598436,977.6760705,1054.0
64.31761252,3.385137501,13.0,3.0,1404.0,273.3185609,1677.318561,12191.75228,530.9291585,0.280701754,0.0,4.947508656,1.0,1.046161018,0.28935564,275.9,415.42,39.10598436,977.6760705,1060.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,369.6,39.10598436,983.8507426,990.0
64.31761252,3.385137501,26.0,3.0,1404.0,518.3627878,1922.362788,10353.92058,2123.716634,0.50877193,0.0,2.473754328,1.0,1.046161018,0.164343386,275.9,369.6,39.10598436,983.8507426,1000.0
64.31761252,3.385137501,41.0,3.0,1404.0,801.1061267,2205.106127,6913.876623,5281.017251,0.771929825,0.0,1.568722257,1.0,1.046161018,0.072577242,275.9,376.72,39.10598436,959.5302511,870.0
64.31761252,3.385137501,41.0,3.0,1404.0,801.1061267,2205.106127,6913.876623,5281.017251,0.771929825,0.0,1.568722257,1.0,1.046161018,0.072577242,275.9,376.72,39.10598436,959.5302511,996.0
98.16898754,3.385137501,41.0,3.0,2124.0,801.1061267,2925.106127,24193.87662,5281.017251,0.505747126,0.0,2.39436555,1.0,1.046161018,0.166334688,275.9,376.72,39.10598436,1833.929661,1725.0
98.16898754,3.385137501,41.0,3.0,2124.0,801.1061267,2925.106127,24193.87662,5281.017251,0.505747126,0.0,2.39436555,1.0,1.046161018,0.166334688,275.9,376.72,39.10598436,1833.929661,1710.0
132.0203626,3.385137501,54.0,3.0,2844.0,1046.150354,3890.150354,44548.96547,9160.884178,0.487179487,0.0,2.444821529,1.0,1.046161018,0.180587032,275.9,312.32,39.10598436,2853.524425,2580.0
132.0203626,3.385137501,54.0,3.0,2844.0,1046.150354,3890.150354,44548.96547,9160.884178,0.487179487,0.0,2.444821529,1.0,1.046161018,0.180587032,275.9,312.32,39.10598436,2853.524425,2460.0
165.8717376,3.385137501,79.5,3.0,3564.0,1526.81403,5090.81403,65053.535,19855.65097,0.56122449,0.0,2.08643695,1.0,1.046161018,0.136806511,275.9,312.85,39.10598436,4004.953891,3240.0
165.8717376,3.385137501,79.5,3.0,3564.0,1526.81403,5090.81403,65053.535,19855.65097,0.56122449,0.0,2.08643695,1.0,1.046161018,0.136806511,275.9,312.85,39.10598436,4004.953891,3430.0
120.0369758,4.084732585,75.78,3.72,3133.1824,1814.714607,4947.897007,25411.16663,18040.93636,0.747320925,0.0,1.584019211,0.97311828,1.060709261,0.077886563,319.6,380.6,51.43074215,2998.960633,2908.0
120.0369758,4.084732585,75.78,3.72,3133.1824,1814.714607,4947.897007,25411.16663,18040.93636,0.747320925,0.0,1.584019211,0.97311828,1.060709261,0.077886563,319.6,380.6,51.43074215,2998.960633,2860.0
120.0369758,4.084732585,49.28,3.72,3133.1824,1195.318199,4328.500599,36442.08384,7629.415565,0.49821395,0.0,2.435815256,0.97311828,1.060709261,0.17189482,319.6,380.6,51.43074215,3330.546619,3516.0
120.0369758,4.084732585,49.28,3.72,3133.1824,1195.318199,4328.500599,36442.08384,7629.415565,0.49821395,0.0,2.435815256,0.97311828,1.060709261,0.17189482,319.6,380.6,51.43074215,3330.546619,3309.0
120.0369758,4.084732585,75.78,3.72,3133.1824,1814.714607,4947.897007,25411.16663,18040.93636,0.747320925,0.0,1.584019211,0.97311828,1.060709261,0.077886563,319.6,380.6,51.43074215,2998.960633,1116.0
120.0369758,4.084732585,75.78,3.72,3133.1824,1814.714607,4947.897007,25411.16663,18040.93636,0.747320925,0.0,1.584019211,0.97311828,1.060709261,0.077886563,319.6,380.6,51.43074215,2998.960633,1159.0
86.18560078,4.084732585,27.15,2.85,2264.3824,511.6947574,2776.077157,20508.18421,2315.738631,0.392772977,0.0,3.174423602,1.270175439,1.050204473,0.241420974,374.0,394.0,42.5314566,1920.729699,1620.0
118.4798125,5.641895835,39.0,6.0,4300.0,1583.362697,5883.362697,37738.27488,4778.362426,0.428571429,0.0,3.037943911,0.833333333,1.047216321,0.220950081,350.0,350.0,40.0,3568.707939,3710.0
119.6081917,4.513516668,39.0,6.0,3456.0,1583.362697,5039.362697,38582.27488,4778.362426,0.424528302,0.0,3.066876711,0.666666667,1.047216321,0.223408501,350.0,350.0,40.0,3307.067939,3475.0
120.7365709,3.385137501,39.0,6.0,2604.0,1583.362697,4187.362697,39434.27488,4778.362426,0.420560748,0.0,3.09580951,0.5,1.047216321,0.22578349,350.0,350.0,40.0,3042.947939,3108.0
121.86495,2.256758334,39.0,6.0,1744.0,1583.362697,3327.362697,40294.27488,4778.362426,0.416666667,0.0,3.124742309,0.333333333,1.047216321,0.228078924,350.0,350.0,40.0,2776.347939,2786.0
122.9933292,1.128379167,39.0,6.0,876.0,1583.362697,2459.362697,41162.27488,4778.362426,0.412844037,0.0,3.153675108,0.166666667,1.047216321,0.230298453,350.0,350.0,40.0,2507.267939,2465.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,350.0,350.0,40.0,7589.798639,7226.0
186.1825626,11.28379167,68.0,7.0,13600.0,3144.734246,16744.73425,91228.54132,14526.72443,0.454545455,0.0,2.737978861,1.428571429,1.047216321,0.204196418,350.0,350.0,40.0,9509.798639,9055.0
214.3920417,11.28379167,68.0,7.0,15600.0,3144.734246,18744.73425,126728.5413,14526.72443,0.394736842,0.0,3.152824143,1.428571429,1.047216321,0.240371067,350.0,350.0,40.0,11629.79864,11225.0
242.6015209,11.28379167,68.0,7.0,17600.0,3144.734246,20744.73425,167228.5413,14526.72443,0.348837209,0.0,3.567669425,1.428571429,1.047216321,0.262884997,350.0,350.0,40.0,13949.79864,13720.0
270.8110001,11.28379167,68.0,7.0,19600.0,3144.734246,22744.73425,212728.5413,14526.72443,0.3125,0.0,3.982514707,1.428571429,1.047216321,0.277953024,350.0,350.0,40.0,16469.79864,15850.0
115.094675,9.027033337,39.0,6.0,6784.0,1583.362697,8367.362697,35254.27488,4778.362426,0.441176471,0.0,2.951145514,1.333333333,1.047216321,0.213031608,350.0,350.0,40.0,4338.747939,4272.0
115.094675,9.027033337,40.0,5.0,6784.0,1335.176878,8119.176878,35254.27488,5026.548246,0.441176471,0.0,2.877366876,1.6,1.047216321,0.213031608,350.0,350.0,40.0,4251.882902,4184.0
115.094675,9.027033337,41.0,4.0,6784.0,1080.707873,7864.707873,35254.27488,5281.017251,0.441176471,0.0,2.807187196,2.0,1.047216321,0.213031608,350.0,350.0,40.0,4162.818751,4098.0
115.094675,9.027033337,42.0,3.0,6784.0,819.9556826,7603.955683,35254.27488,5541.769441,0.441176471,0.0,2.740349406,2.666666667,1.047216321,0.213031608,350.0,350.0,40.0,4071.555484,4009.0
115.094675,9.027033337,43.0,2.0,6784.0,552.920307,7336.920307,35254.27488,5808.804816,0.441176471,0.0,2.67662035,4.0,1.047216321,0.213031608,350.0,350.0,40.0,3978.093103,3802.0
115.094675,9.027033337,6.25,4.0,6784.0,207.3451151,6991.345115,41285.93642,122.718463,0.100490196,0.0,18.41514801,2.0,1.047216321,0.328003616,350.0,350.0,40.0,4098.408247,4131.0
115.094675,9.027033337,16.0,4.0,6784.0,452.3893421,7236.389342,40359.36294,804.2477193,0.196078431,0.0,7.19341719,2.0,1.047216321,0.312575869,350.0,350.0,40.0,4147.110787,4160.0
115.094675,9.027033337,26.0,4.0,6784.0,703.7167544,7487.716754,38788.56661,2123.716634,0.294117647,0.0,4.426718271,2.0,1.047216321,0.284737684,350.0,350.0,40.0,4172.243529,4168.0
115.094675,9.027033337,47.0,4.0,6784.0,1231.50432,8015.50432,33444.71751,6939.778172,0.5,0.0,2.448822873,2.0,1.047216321,0.170451956,350.0,350.0,40.0,4143.215212,4035.0
115.094675,9.027033337,67.5,4.0,6784.0,1746.725515,8530.725515,25555.39296,14313.88153,0.700980392,0.0,1.705106297,2.0,1.047216321,0.089160121,350.0,350.0,40.0,4007.969649,3780.0
115.094675,9.027033337,77.5,4.0,6784.0,1998.052928,8782.052928,20748.7562,18869.19088,0.799019608,0.0,1.485092581,2.0,1.047216321,0.067232195,350.0,350.0,40.0,3903.668773,3580.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,250.0,400.0,40.0,6587.035351,6806.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,300.0,400.0,40.0,7167.035351,7226.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,350.0,400.0,40.0,7747.035351,7612.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,400.0,400.0,40.0,8327.035351,7990.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,450.0,400.0,40.0,8907.035351,8385.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,400.0,250.0,40.0,7855.325215,7539.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,400.0,300.0,40.0,8012.561927,7700.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,400.0,350.0,40.0,8169.798639,7853.0
157.9730834,11.28379167,68.0,7.0,11600.0,3144.734246,14744.73425,60728.54132,14526.72443,0.535714286,0.0,2.323133579,1.428571429,1.047216321,0.149001642,400.0,400.0,40.0,8327.035351,8008.0
