"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,γ,"R e,out/R e,in",t out/t in,φ r,ke,"fy,out","fy,in","fc,ref",N0,Nexp
98.16898754,3.385137501,75.15005253,3.385137501,2124.0,1634.4,3758.4,10899.36,4171.637947,0.8,0.0,1.306306306,1.0,1.046161018,0.008027579,268.26,268.26,39.10598436,1434.458586,1582.87
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2349.34
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2298.75
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2287.06
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2228.38
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2216.35
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2168.8
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2127.99
98.16898754,3.385137501,35.88245751,3.385137501,2124.0,799.2,2923.2,25431.84,4171.637947,0.4,0.0,2.735849057,1.0,1.046161018,0.117308844,336.54,336.54,39.10598436,1978.310865,2093.18
94.78385004,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,4171.637947,0.207142857,0.0,5.833333333,2.0,1.038809964,0.273557581,268.26,268.26,32.87843136,2110.765527,2384.89
94.78385004,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,4171.637947,0.207142857,0.0,5.833333333,2.0,1.049656389,0.273557581,268.26,268.26,42.06713933,2358.979728,2613.44
94.78385004,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,4171.637947,0.207142857,0.0,5.833333333,2.0,1.060709261,0.273557581,268.26,268.26,51.43074215,2611.918356,2845.98
94.78385004,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,4171.637947,0.207142857,0.0,5.833333333,2.0,1.071933814,0.273557581,268.26,268.26,60.93978756,2868.78582,3073.37
94.78385004,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,4171.637947,0.207142857,0.0,5.833333333,2.0,1.08330534,0.273557581,268.26,268.26,70.57334265,3129.016658,3260.47
94.78385004,6.770275003,16.24866001,3.385137501,4176.0,381.6,4557.6,27012.96,4171.637947,0.207142857,0.0,5.833333333,2.0,1.094805362,0.273557581,268.26,268.26,80.31575589,3392.188077,3657.64
51.295,5.91,20.95400113,1.692568751,2014.499165,231.84,2246.339165,6654.866812,4171.637947,0.391266205,0.0,2.44798116,3.94,1.0,0.838592352,454.0,492.0,57.64132417,1412.243236,1410.0
52.545,4.66,20.61548738,2.031082501,1606.720439,276.048,1882.768439,7062.645538,4171.637947,0.381958321,0.0,2.548811921,2.588888889,1.0,0.847911608,416.0,492.0,57.64132417,1211.31156,1295.0
53.735,3.47,20.61548738,2.031082501,1209.393163,276.048,1485.441163,7459.972814,4171.637947,0.373499581,0.0,2.606535514,1.927777778,1.0,0.856012022,453.0,492.0,57.64132417,1113.67343,1145.0
54.245,2.96,20.61548738,2.031082501,1036.386284,276.048,1312.434284,7632.979694,4171.637947,0.369988017,0.0,2.631274197,1.644444444,1.0,0.859275611,430.0,492.0,57.64132417,1021.436775,1050.0
66.415,3.42,33.98113862,2.787096543,1463.903637,619.476,2083.379637,9610.286205,4171.637947,0.490627117,0.0,1.954466587,1.384615385,1.0,0.705376176,379.0,392.0,57.64132417,1351.603693,1315.0
66.895,2.94,33.98113862,2.787096543,1262.876893,619.476,1882.352893,9811.312949,4171.637947,0.48710666,0.0,1.96859207,1.190283401,1.0,0.711412807,357.0,392.0,57.64132417,1259.218713,1215.0
79.15,3.44,39.20553416,3.272299585,1747.936914,839.724,2587.660914,14012.62208,4171.637947,0.475615919,0.0,2.018847637,1.186206897,1.0,0.73031057,433.0,400.0,57.64132417,1900.452375,1690.0
79.69,2.9,39.20553416,3.272299585,1478.471202,839.724,2318.195202,14282.08779,4171.637947,0.472393023,0.0,2.032621203,1.0,1.0,0.735398905,395.0,400.0,57.64132417,1743.124177,1665.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,34.51777296,2185.004915,568.5
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,34.51777296,2185.004915,556.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,31.78942708,2185.004915,557.5
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,31.78942708,2185.004915,545.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,31.42713718,2185.004915,525.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,31.42713718,2185.004915,534.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,30.88438211,2185.004915,556.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,30.88438211,2185.004915,575.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,28.09362942,2185.004915,479.0
43.0,14.0,18.05406667,15.79730834,4398.229715,2576.0,6974.229715,2208.804816,4171.637947,0.697674419,0.0,2.381734862,1.0,1.0,0.014529782,300.0,336.0,28.09362942,2185.004915,465.0
94.88,3.62,64.28,3.72,2199.226698,1545.91994,3745.146638,13754.56619,12980.80449,0.716694772,0.0348,1.476042315,0.97311828,1.0,1.0,319.6,380.6,51.43074215,1998.657529,2384.0
94.88,3.62,64.28,3.72,2199.226698,1545.91994,3745.146638,13754.56619,12980.80449,0.716694772,0.0348,1.476042315,0.97311828,1.0,1.0,319.6,380.6,51.43074215,1998.657529,2415.0
94.88,3.62,37.78,3.72,2199.226698,926.5235319,3125.75023,22870.68268,4484.084416,0.437394604,0.0348,2.511381683,0.97311828,1.0,1.0,319.6,380.6,51.43074215,2231.763893,3067.0
94.88,3.62,37.78,3.72,2199.226698,926.5235319,3125.75023,22870.68268,4484.084416,0.437394604,0.0348,2.511381683,0.97311828,1.0,1.0,319.6,380.6,51.43074215,2231.763893,2976.0
94.88,3.62,64.28,3.72,2199.226698,1545.91994,3745.146638,13754.56619,12980.80449,0.716694772,0.0348,1.476042315,0.97311828,1.0,1.0,319.6,380.6,51.43074215,1998.657529,1420.0
94.88,3.62,64.28,3.72,2199.226698,1545.91994,3745.146638,13754.56619,12980.80449,0.716694772,0.0348,1.476042315,0.97311828,1.0,1.0,319.6,380.6,51.43074215,1998.657529,1420.0
107.0606154,4.084732585,64.28,3.72,2800.1424,1545.91994,4346.06234,21482.13317,12980.80449,0.716694772,0.0348,1.665535398,0.97311828,1.060709261,0.085139895,319.6,380.6,51.43074215,2588.144692,2713.0
107.0606154,4.084732585,64.28,3.72,2800.1424,1545.91994,4346.06234,21482.13317,12980.80449,0.716694772,0.0348,1.665535398,0.97311828,1.060709261,0.085139895,319.6,380.6,51.43074215,2588.144692,2641.0
107.0606154,4.084732585,37.78,3.72,2800.1424,926.5235319,3726.665932,30598.24965,4484.084416,0.437394604,0.0348,2.833790772,0.97311828,1.060709261,0.215448421,319.6,380.6,51.43074215,2821.251055,3346.0
107.0606154,4.084732585,37.78,3.72,2800.1424,926.5235319,3726.665932,30598.24965,4484.084416,0.437394604,0.0348,2.833790772,0.97311828,1.060709261,0.215448421,319.6,380.6,51.43074215,2821.251055,3193.0
107.0606154,4.084732585,64.28,3.72,2800.1424,1545.91994,4346.06234,21482.13317,12980.80449,0.716694772,0.0348,1.665535398,0.97311828,1.060709261,0.085139895,319.6,380.6,51.43074215,2588.144692,1091.0
107.0606154,4.084732585,64.28,3.72,2800.1424,1545.91994,4346.06234,21482.13317,12980.80449,0.716694772,0.0348,1.665535398,0.97311828,1.060709261,0.085139895,319.6,380.6,51.43074215,2588.144692,1103.0
171.18,3.82,112.58,2.92,4154.466001,2092.280601,6246.746602,50147.17762,39817.3508,0.674728356,0.02,1.520518742,1.308219178,1.0,1.0,439.3,396.5,44.39298394,4880.829023,5499.0
171.18,3.82,112.58,2.92,4154.466001,2092.280601,6246.746602,50147.17762,39817.3508,0.674728356,0.02,1.520518742,1.308219178,1.0,1.0,439.3,396.5,44.39298394,4880.829023,5396.0
160.68,3.82,102.08,2.92,3902.447439,1899.63814,5802.085578,46473.77616,32736.42087,0.653472741,0.04,1.574059561,1.308219178,1.0,1.0,439.3,396.5,44.39298394,4530.661281,4942.0
160.68,3.82,102.08,2.92,3902.447439,1899.63814,5802.085578,46473.77616,32736.42087,0.653472741,0.04,1.574059561,1.308219178,1.0,1.0,439.3,396.5,44.39298394,4530.661281,4921.0
150.18,3.82,91.58,2.92,3650.428876,1706.995678,5357.424554,42800.3747,26348.21212,0.629244906,0.02,1.639877703,1.308219178,1.0,1.0,439.3,396.5,44.39298394,4180.493538,4569.0
150.18,3.82,91.58,2.92,3650.428876,1706.995678,5357.424554,42800.3747,26348.21212,0.629244906,0.02,1.639877703,1.308219178,1.0,1.0,439.3,396.5,44.39298394,4180.493538,4600.0
137.18,3.82,87.08,2.92,3338.405894,1624.434623,4962.840517,33672.69716,23822.46587,0.656072314,0.02,1.575333027,1.308219178,1.0,1.0,439.3,396.5,44.39298394,3605.481541,3874.0
137.18,3.82,87.08,2.92,3338.405894,1624.434623,4962.840517,33672.69716,23822.46587,0.656072314,0.02,1.575333027,1.308219178,1.0,1.0,439.3,396.5,44.39298394,3605.481541,4048.0
113.68,3.82,72.08,2.92,2774.364348,1349.231107,4123.595455,22927.79055,16322.22757,0.659746657,0.02,1.577136515,1.308219178,1.0,1.0,439.3,396.5,44.39298394,2771.58143,3090.0
113.68,3.82,72.08,2.92,2774.364348,1349.231107,4123.595455,22927.79055,16322.22757,0.659746657,0.02,1.577136515,1.308219178,1.0,1.0,439.3,396.5,44.39298394,2771.58143,3116.0
139.0,6.0,66.0,4.0,5353.273882,1709.026404,7062.300285,45304.90766,13684.7776,0.503597122,0.02,2.106060606,1.5,1.0,1.0,763.0,748.0,92.95551818,9574.240889,10438.1
139.0,6.0,81.0,4.0,5353.273882,2086.017522,7439.291404,38000.70474,20611.9894,0.611510791,0.02,1.716049383,1.5,1.0,1.0,763.0,748.0,92.95551818,9177.264278,9815.2
114.0,6.0,66.0,4.0,4410.796086,1709.026404,6119.822489,25434.33412,13684.7776,0.614035088,0.02,1.727272727,1.5,1.0,1.0,763.0,748.0,92.95551818,7008.050871,8027.13
124.0,6.0,51.0,4.0,4787.787204,1332.035285,6119.822489,38801.81086,8171.282492,0.443548387,0.02,2.431372549,1.5,1.0,1.0,763.0,748.0,92.95551818,8256.286465,9645.8
139.0,6.0,66.0,4.0,5353.273882,1709.026404,7062.300285,45304.90766,13684.7776,0.503597122,0.02,2.106060606,1.5,1.0,1.0,763.0,748.0,92.95551818,9574.240889,11016.61
139.0,6.0,81.0,4.0,5353.273882,2086.017522,7439.291404,38000.70474,20611.9894,0.611510791,0.02,1.716049383,1.5,1.0,1.0,763.0,748.0,92.68802445,9167.099328,9836.21
114.0,6.0,66.0,4.0,4410.796086,1709.026404,6119.822489,25434.33412,13684.7776,0.614035088,0.02,1.727272727,1.5,1.0,1.0,763.0,748.0,92.68802445,7001.247346,8112.2
124.0,6.0,51.0,4.0,4787.787204,1332.035285,6119.822489,38801.81086,8171.282492,0.443548387,0.02,2.431372549,1.5,1.0,1.0,763.0,748.0,92.68802445,8245.907224,9413.2
165.88,3.12,135.88,3.12,3282.416429,2694.310284,5976.726714,25745.89969,58004.40138,0.837955148,0.02,1.220783044,1.0,1.0,1.0,788.0,788.0,107.8184731,7485.544244,6800.0
137.88,3.12,107.88,3.12,2733.517361,2145.411216,4878.928577,21016.9231,36562.15187,0.805047868,0.02,1.278086763,1.0,1.0,1.0,788.0,788.0,107.8184731,6110.608277,6051.0
137.88,3.12,107.03,3.97,2733.517361,2719.296942,5452.814302,21016.9231,35988.26614,0.805047868,0.02,1.288236943,0.785894207,1.0,1.0,788.0,755.0,107.8184731,6473.09343,6616.0
137.03,3.97,90.03,5.97,3467.624312,3489.049974,6956.674285,30037.46134,25463.86792,0.700576516,0.02,1.522048206,0.664991625,1.0,1.0,755.0,708.0,107.8184731,8326.896955,9577.0
135.03,5.97,90.03,5.97,5177.027706,3489.049974,8666.07768,28328.05794,25463.86792,0.710953122,0.02,1.499833389,1.0,1.0,1.0,708.0,708.0,107.8184731,9189.870952,9950.0
87.22,2.78,64.72,2.78,1547.773479,1154.760238,2702.533717,9585.245487,13159.12129,0.773905068,0.02,1.347651422,1.0,1.0,1.0,281.0,281.0,52.94303957,1266.884006,1220.0
87.22,2.78,64.72,2.78,1547.773479,1154.760238,2702.533717,9585.245487,13159.12129,0.773905068,0.02,1.347651422,1.0,1.0,1.0,281.0,281.0,52.94303957,1266.884006,1020.0
87.22,2.78,64.72,2.78,1547.773479,1154.760238,2702.533717,9585.245487,13159.12129,0.773905068,0.02,1.347651422,1.0,1.0,1.0,281.0,281.0,52.94303957,1266.884006,780.0
87.22,2.78,64.72,2.78,1547.773479,1154.760238,2702.533717,9585.245487,13159.12129,0.773905068,0.02,1.347651422,1.0,1.0,1.0,281.0,281.0,52.94303957,1266.884006,570.0
84.72,2.78,62.22,2.78,1504.105341,1111.0921,2615.197442,9275.484451,12162.13686,0.767233239,0.02,1.361620058,1.0,1.0,1.0,281.0,281.0,52.94303957,1225.942821,1200.0
84.72,2.78,62.22,2.78,1504.105341,1111.0921,2615.197442,9275.484451,12162.13686,0.767233239,0.02,1.361620058,1.0,1.0,1.0,281.0,281.0,52.94303957,1225.942821,920.0
84.72,2.78,62.22,2.78,1504.105341,1111.0921,2615.197442,9275.484451,12162.13686,0.767233239,0.02,1.361620058,1.0,1.0,1.0,281.0,281.0,52.94303957,1225.942821,820.0
84.72,2.78,62.22,2.78,1504.105341,1111.0921,2615.197442,9275.484451,12162.13686,0.767233239,0.02,1.361620058,1.0,1.0,1.0,281.0,281.0,52.94303957,1225.942821,580.0
82.22,2.78,59.72,2.78,1460.437203,1067.423962,2527.861166,8965.723416,11204.42234,0.76015568,0.02,1.376758205,1.0,1.0,1.0,281.0,281.0,52.94303957,1185.001637,1140.0
82.22,2.78,59.72,2.78,1460.437203,1067.423962,2527.861166,8965.723416,11204.42234,0.76015568,0.02,1.376758205,1.0,1.0,1.0,281.0,281.0,52.94303957,1185.001637,860.0
82.22,2.78,59.72,2.78,1460.437203,1067.423962,2527.861166,8965.723416,11204.42234,0.76015568,0.02,1.376758205,1.0,1.0,1.0,281.0,281.0,52.94303957,1185.001637,720.0
82.22,2.78,59.72,2.78,1460.437203,1067.423962,2527.861166,8965.723416,11204.42234,0.76015568,0.02,1.376758205,1.0,1.0,1.0,281.0,281.0,52.94303957,1185.001637,560.0
167.0,3.0,134.5,2.5,4044.0,762.3560136,4806.356014,127667.4475,56832.1965,0.820359281,0.0396,1.241635688,1.2,1.0,1.0,326.67,336.67,30.73978659,2636.188892,2391.0
147.0,3.0,114.5,2.5,3564.0,648.1967483,4212.196748,98186.73817,41187.06509,0.795918367,0.0669,1.283842795,1.2,1.0,1.0,326.67,336.67,30.73978659,2291.382938,2350.0
167.0,3.0,124.5,2.5,4044.0,705.2763809,4749.276381,125401.2521,48695.47153,0.760479042,0.0396,1.341365462,1.2,1.0,1.0,326.67,336.67,30.73978659,2838.254676,2599.0
167.0,3.0,114.5,2.5,4044.0,648.1967483,4692.196748,123306.7382,41187.06509,0.700598802,0.0396,1.458515284,1.2,1.0,1.0,326.67,336.67,30.73978659,3021.006082,2885.0
166.5,3.5,134.0,3.0,4711.0,910.1148274,5621.114827,127000.4475,56410.43769,0.822822823,0.0396,1.242537313,1.166666667,1.0,1.0,350.0,350.0,30.73978659,3053.576205,2555.0
167.5,2.5,135.0,2.0,3375.0,613.0264036,3988.026404,128336.4475,57255.52611,0.817910448,0.0396,1.240740741,1.25,1.0,1.0,336.67,305.0,30.73978659,2310.557816,2094.0
196.0,3.0,163.5,2.5,4740.0,927.8869484,5667.886948,177318.2728,83981.84021,0.846938776,0.0,1.198776758,1.2,1.0,1.0,326.67,336.67,30.73978659,3136.157525,2844.0
77.22,2.78,49.72,2.78,1373.100928,892.7514109,2265.852339,10074.0773,7766.263341,0.67987568,0.0196,1.553097345,1.0,1.0,1.0,281.0,281.0,40.39922492,1043.689422,1228.0
77.22,2.78,49.72,2.78,1373.100928,892.7514109,2265.852339,10074.0773,7766.263341,0.67987568,0.0196,1.553097345,1.0,1.0,1.0,281.0,281.0,40.39922492,1043.689422,1229.0
77.22,2.78,57.72,2.78,1373.100928,1032.489452,2405.59038,7234.077545,10466.52506,0.783475783,0.0196,1.337837838,1.0,1.0,1.0,281.0,281.0,40.39922492,968.2220226,1108.0
77.22,2.78,57.72,2.78,1373.100928,1032.489452,2405.59038,7234.077545,10466.52506,0.783475783,0.0196,1.337837838,1.0,1.0,1.0,281.0,281.0,40.39922492,968.2220226,1100.0
81.72,2.78,52.72,2.78,1451.703576,945.1531764,2396.856752,11303.1626,8731.737595,0.679148311,0.02,1.550075873,1.0,1.0,1.0,281.0,281.0,40.39922492,1130.155755,1320.0
81.72,2.78,52.72,2.78,1451.703576,945.1531764,2396.856752,11303.1626,8731.737595,0.679148311,0.02,1.550075873,1.0,1.0,1.0,281.0,281.0,40.39922492,1130.155755,1380.0
81.72,2.78,61.22,2.78,1451.703576,1093.624845,2545.328421,8112.08986,11774.33866,0.783162017,0.02,1.33485789,1.0,1.0,1.0,281.0,281.0,40.39922492,1042.959429,1152.0
81.72,2.78,61.22,2.78,1451.703576,1093.624845,2545.328421,8112.08986,11774.33866,0.783162017,0.02,1.33485789,1.0,1.0,1.0,281.0,281.0,40.39922492,1042.959429,1170.0
86.72,2.78,56.22,2.78,1539.039852,1006.288569,2545.328421,12690.01867,9929.595458,0.680350554,0.0192,1.542511562,1.0,1.0,1.0,281.0,281.0,40.39922492,1227.904205,1420.0
86.72,2.78,56.22,2.78,1539.039852,1006.288569,2545.328421,12690.01867,9929.595458,0.680350554,0.0192,1.542511562,1.0,1.0,1.0,281.0,281.0,40.39922492,1227.904205,1360.0
86.72,2.78,65.22,2.78,1539.039852,1163.493866,2702.533717,9099.178272,13363.23056,0.784132841,0.0192,1.329653481,1.0,1.0,1.0,281.0,281.0,40.39922492,1127.011724,1240.0
86.72,2.78,65.22,2.78,1539.039852,1163.493866,2702.533717,9099.178272,13363.23056,0.784132841,0.0192,1.329653481,1.0,1.0,1.0,281.0,281.0,40.39922492,1127.011724,1270.0
134.42,4.08,37.46,3.04,3498.206145,744.5524324,4242.758578,51611.61218,4408.444918,0.30129445,0.0256,3.588360918,1.342105263,1.0,1.0,697.5,704.2,41.10275563,5085.692092,5780.0
134.42,4.08,77.96,3.04,3498.206145,1518.138207,5016.344353,36152.62013,19093.85119,0.6025889,0.0256,1.724217547,1.342105263,1.0,1.0,697.5,704.2,41.10275563,4995.044023,5611.0
134.42,4.08,77.96,3.04,3498.206145,1518.138207,5016.344353,36152.62013,19093.85119,0.6025889,0.0256,1.724217547,1.342105263,1.0,1.0,697.5,704.2,41.10275563,4995.044023,5486.5
134.42,4.08,118.46,3.04,3498.206145,2291.723982,5789.930128,10387.63338,44085.25217,0.903883351,0.0256,1.134729022,1.342105263,1.0,1.0,697.5,704.2,41.10275563,4480.791171,4351.4
134.42,4.08,118.46,3.04,3498.206145,2291.723982,5789.930128,10387.63338,44085.25217,0.903883351,0.0256,1.134729022,1.342105263,1.0,1.0,697.5,704.2,41.10275563,4480.791171,4090.3
134.42,4.08,118.46,3.04,3498.206145,2291.723982,5789.930128,10387.63338,44085.25217,0.903883351,0.0256,1.134729022,1.342105263,1.0,1.0,697.5,704.2,44.39298394,4514.968857,4587.4
134.42,4.08,118.46,3.04,3498.206145,2291.723982,5789.930128,10387.63338,44085.25217,0.903883351,0.0256,1.134729022,1.342105263,1.0,1.0,697.5,704.2,41.10275563,4480.791171,4304.7
145.92,4.08,48.96,3.04,3793.0132,964.2125907,4757.225791,58397.95497,7530.653945,0.356359649,0.0,2.980392157,1.342105263,1.0,1.0,697.5,704.2,41.10275563,5724.942086,6172.8
145.92,4.08,89.46,3.04,3793.0132,1737.798366,5530.811566,40012.56936,25142.45378,0.633908991,0.0,1.631120054,1.342105263,1.0,1.0,697.5,704.2,41.10275563,5514.011177,5945.7
145.92,4.08,129.96,3.04,3793.0132,2511.384141,6304.397341,11321.18906,53060.24831,0.911458333,0.0,1.122807018,1.342105263,1.0,1.0,697.5,704.2,41.10275563,4879.475486,4594.7
145.92,4.08,129.96,3.04,3793.0132,2511.384141,6304.397341,11321.18906,53060.24831,0.911458333,0.0,1.122807018,1.342105263,1.0,1.0,697.5,704.2,41.10275563,4879.475486,4550.2
171.18,3.82,112.58,2.92,4154.466001,2092.280601,6246.746602,50147.17762,39817.3508,0.674728356,0.0,1.520518742,1.308219178,1.0,1.0,439.3,396.5,42.06713933,4764.194481,5499.0
160.68,3.82,102.08,2.92,3902.447439,1899.63814,5802.085578,46473.77616,32736.42087,0.653472741,0.02,1.574059561,1.308219178,1.0,1.0,439.3,396.5,42.06713933,4422.570499,4942.0
150.18,3.82,91.58,2.92,3650.428876,1706.995678,5357.424554,42800.3747,26348.21212,0.629244906,0.04,1.639877703,1.308219178,1.0,1.0,439.3,396.5,42.06713933,4080.946517,4569.0
137.18,3.82,87.08,2.92,3338.405894,1624.434623,4962.840517,33672.69716,23822.46587,0.656072314,0.02,1.575333027,1.308219178,1.0,1.0,439.3,396.5,42.06713933,3527.16408,3874.0
81.72,2.78,58.22,2.78,1451.703576,1041.22308,2492.926656,9290.187105,10648.64318,0.746451297,0.02,1.40364136,1.0,1.0,1.0,281.0,281.0,52.94303957,1192.363134,1320.0
81.72,2.78,66.72,2.78,1451.703576,1189.694749,2641.398324,5805.375454,13984.98317,0.850465002,0.02,1.224820144,1.0,1.0,1.0,281.0,281.0,52.94303957,1049.587152,1152.0
86.22,2.78,61.72,2.78,1530.306224,1102.358473,2632.664697,10284.43835,11967.45236,0.748086291,0.0193,1.396953986,1.0,1.0,1.0,281.0,281.0,52.94303957,1284.268206,1420.0
86.22,2.78,70.72,2.78,1530.306224,1259.563769,2789.869993,6382.580272,15712.10514,0.852470424,0.0193,1.219174208,1.0,1.0,1.0,281.0,281.0,52.94303957,1121.866668,1240.0
214.21,2.79,169.21,2.79,3779.574409,2990.720494,6770.294903,51214.00499,89950.15657,0.802950376,0.02,1.265941729,1.0,1.0,1.0,465.0,465.0,41.32513687,5264.612896,4409.0
214.21,2.79,169.21,2.79,3779.574409,2990.720494,6770.294903,51214.00499,89950.15657,0.802950376,0.02,1.265941729,1.0,1.0,1.0,465.0,465.0,41.32513687,5264.612896,4570.0
213.18,3.82,169.21,2.79,5162.540252,2990.720494,8153.260746,49831.03915,89950.15657,0.806829909,0.02,1.259854619,1.369175627,1.0,1.0,383.0,465.0,41.32513687,5427.212459,4978.0
213.18,3.82,169.21,2.79,5162.540252,2990.720494,8153.260746,49831.03915,89950.15657,0.806829909,0.02,1.259854619,1.369175627,1.0,1.0,383.0,465.0,41.32513687,5427.212459,5102.0
211.2,5.8,169.21,2.79,7802.333851,2990.720494,10793.05434,47191.24555,89950.15657,0.814393939,0.02,1.248153182,2.078853047,1.0,1.0,370.0,465.0,41.32513687,6227.733236,5909.0
211.2,5.8,144.21,2.79,7802.333851,2552.468319,10354.80217,72245.44696,65334.20733,0.696022727,0.02,1.464530892,2.078853047,1.0,1.0,370.0,465.0,41.32513687,7059.314277,6670.0
211.2,5.8,143.18,3.82,7802.333851,3482.416501,11284.75035,72245.44696,64404.25915,0.696022727,0.02,1.47506635,1.518324607,1.0,1.0,370.0,383.0,41.32513687,7206.182028,6714.0
211.2,5.8,141.2,5.8,7802.333851,5251.360616,13053.69447,72245.44696,62635.31504,0.696022727,0.02,1.495750708,1.0,1.0,1.0,370.0,370.0,41.32513687,7815.419937,7827.0
174.42,3.08,138.42,3.08,3196.347327,2708.535416,5904.882743,19505.35563,60193.21809,0.811260177,0.02,1.260078023,1.0,1.0,1.0,521.0,521.0,41.32513687,4535.473348,2208.0
174.42,3.08,138.42,3.08,3196.347327,2708.535416,5904.882743,19505.35563,60193.21809,0.811260177,0.02,1.260078023,1.0,1.0,1.0,521.0,521.0,41.32513687,4535.473348,4511.0
