"R e,out","t e,out","R e,in","t e,in",Aso,Asi,As,Ac,Ak,χ,e,γ,"R e,out/R e,in",t out/t in,φ r,"fy,out","fy,in","fc,ref",L,e/L,N0/kN,Nexp/kN
99.36,1.99,36.44,1.66,1254.79,388.73,1643.52,26454.72,4171.64,0.3835,0.0,0.0,2.727,1.199,1.0,304.0,398.9,36.42,400.0,0.0,1499.98,1658.0
99.36,1.99,48.16,2.79,1254.79,868.7,2123.5,22859.82,7286.56,0.5128,0.0,0.0,2.063,0.713,1.0,304.0,226.0,36.42,400.0,0.0,1410.32,1625.0
99.36,1.99,74.7,1.6,1254.79,759.01,2013.8,12725.71,17530.37,0.7679,0.0,0.0,1.33,1.244,1.0,304.0,314.5,36.42,400.0,0.0,1083.63,1142.0
172.5,5.5,106.2,3.3,6056.21,2236.22,8292.42,55813.54,35432.26,0.6348,0.0,0.0,1.624,1.667,1.0,618.0,356.0,38.83,1068.0,0.0,4538.83,7242.0
172.5,5.5,106.2,3.3,6056.21,2236.22,8292.42,55813.54,35432.26,0.6348,0.0,0.0,1.624,1.667,1.0,618.0,356.0,38.83,1068.0,0.0,4538.83,7159.0
172.5,5.5,80.7,3.3,6056.21,1707.49,7763.69,71314.94,20459.59,0.487,0.0,0.0,2.138,1.667,1.0,618.0,356.0,38.83,1068.0,0.0,4350.6,8516.0
51.3,5.85,27.63,2.52,1993.13,457.43,2450.56,5411.92,2398.34,0.5877,0.0,0.0,1.857,2.321,1.0,455.0,396.0,36.2,342.9,0.0,1283.93,1422.0
51.3,5.85,24.38,5.77,1993.13,988.46,2981.59,5411.92,1867.31,0.5877,0.0,0.0,2.104,1.014,1.0,455.0,310.0,36.2,342.9,0.0,1409.21,1574.0
54.42,2.73,27.63,2.52,956.89,457.43,1414.32,6448.16,2398.34,0.554,0.0,0.0,1.97,1.083,1.0,285.0,396.0,36.2,342.9,0.0,687.28,735.0
54.42,2.73,24.38,5.77,956.89,988.46,1945.35,6448.16,1867.31,0.554,0.0,0.0,2.232,0.473,1.0,285.0,310.0,36.2,342.9,0.0,812.56,913.0
51.3,5.85,27.63,2.52,1993.13,457.43,2450.56,5411.92,2398.34,0.5877,0.0,0.0,1.857,2.321,1.0,455.0,396.0,60.6,342.9,0.0,1415.98,1506.0
51.3,5.85,24.38,5.77,1993.13,988.46,2981.59,5411.92,1867.31,0.5877,0.0,0.0,2.104,1.014,1.0,455.0,310.0,60.6,342.9,0.0,1541.26,1666.0
54.42,2.73,27.63,2.52,956.89,457.43,1414.32,6448.16,2398.34,0.554,0.0,0.0,1.97,1.083,1.0,285.0,396.0,60.6,342.9,0.0,844.61,899.0
54.42,2.73,24.38,5.77,956.89,988.46,1945.35,6448.16,1867.31,0.554,0.0,0.0,2.232,0.473,1.0,285.0,310.0,60.6,342.9,0.0,969.9,1088.0
67.18,2.92,6.96,4.09,1259.33,231.41,1490.74,13794.89,152.18,0.1645,0.0,0.0,9.652,0.714,1.0,300.0,794.0,40.5,350.0,0.0,1120.23,1410.0
67.19,2.91,6.95,4.1,1255.11,231.85,1486.96,13799.11,151.75,0.1645,0.0,0.0,9.668,0.71,1.0,300.0,794.0,79.9,350.0,0.0,1663.17,1845.0
67.21,2.89,6.97,4.08,1246.67,230.97,1477.64,13807.56,152.62,0.1644,0.0,0.0,9.643,0.708,1.0,300.0,794.0,115.6,350.0,0.0,2153.55,2321.0
67.26,2.89,10.52,5.48,1247.57,456.57,1704.14,13408.03,347.68,0.2379,0.0,0.0,6.394,0.527,1.0,300.0,619.0,40.5,350.0,0.0,1199.91,1423.0
67.18,2.92,10.68,5.27,1259.33,440.89,1700.22,13379.26,358.34,0.2374,0.0,0.0,6.29,0.554,1.0,300.0,619.0,79.9,350.0,0.0,1719.71,2012.0
67.14,2.91,10.59,5.36,1254.2,446.91,1701.1,13362.38,352.32,0.2376,0.0,0.0,6.34,0.543,1.0,300.0,619.0,115.6,350.0,0.0,2197.58,2537.0
67.14,2.91,11.42,7.63,1254.2,730.38,1984.57,13021.52,409.72,0.2837,0.0,0.0,5.879,0.381,1.0,300.0,433.0,40.5,350.0,0.0,1219.88,1626.0
67.15,2.9,11.49,7.51,1249.98,719.36,1969.34,13031.71,414.75,0.2829,0.0,0.0,5.844,0.386,1.0,300.0,433.0,79.9,350.0,0.0,1727.71,2083.0
67.2,2.9,11.56,7.39,1250.89,708.33,1959.22,13058.78,419.82,0.282,0.0,0.0,5.813,0.392,1.0,300.0,433.0,115.6,350.0,0.0,2191.57,2500.0
67.2,2.9,16.93,10.62,1250.89,1484.02,2734.91,11802.45,900.46,0.41,0.0,0.0,3.969,0.273,1.0,300.0,739.0,40.5,350.0,0.0,1949.96,2543.0
67.15,2.9,16.84,10.76,1249.98,1502.23,2752.21,11772.69,890.91,0.411,0.0,0.0,3.988,0.27,1.0,300.0,739.0,79.9,350.0,0.0,2425.78,2775.0
67.18,2.87,40.61,3.89,1237.32,1040.11,2277.43,7957.35,5181.03,0.6624,0.0,0.0,1.654,0.738,1.0,300.0,1029.0,40.5,350.0,0.0,1763.74,2025.0
67.19,2.86,40.64,3.91,1233.1,1046.44,2279.54,7947.58,5188.68,0.663,0.0,0.0,1.653,0.731,1.0,300.0,1029.0,79.9,350.0,0.0,2081.73,2107.0
67.22,2.88,40.64,3.91,1242.44,1046.44,2288.88,7960.25,5188.68,0.6627,0.0,0.0,1.654,0.737,1.0,300.0,1029.0,115.6,350.0,0.0,2369.73,2195.0
79.71,2.94,6.86,4.14,1499.6,232.29,1731.89,19580.55,147.84,0.138,0.0,0.0,11.62,0.71,1.0,300.0,794.0,40.5,413.0,0.0,1427.33,1750.0
79.66,2.94,6.96,4.09,1498.68,231.41,1730.09,19552.06,152.18,0.1387,0.0,0.0,11.445,0.719,1.0,300.0,794.0,79.9,413.0,0.0,2195.55,2413.0
79.71,2.94,7.01,4.04,1499.6,229.22,1728.82,19577.09,154.38,0.1386,0.0,0.0,11.371,0.728,1.0,300.0,794.0,115.6,413.0,0.0,2894.99,2911.0
79.72,2.93,10.6,5.35,1494.59,446.24,1940.83,19166.47,352.99,0.2001,0.0,0.0,7.521,0.548,1.0,276.0,619.0,40.5,413.0,0.0,1464.97,1943.0
79.71,2.94,10.56,5.39,1499.6,448.9,1948.5,19161.46,350.33,0.2001,0.0,0.0,7.548,0.545,1.0,276.0,619.0,40.5,413.0,0.0,1467.8,1891.0
79.71,2.94,10.65,5.25,1499.6,437.9,1937.5,19166.46,356.33,0.1995,0.0,0.0,7.485,0.56,1.0,276.0,619.0,79.9,413.0,0.0,2216.35,2550.0
79.83,2.92,40.58,3.92,1491.42,1047.76,2539.18,13799.69,5173.37,0.5574,0.0,0.0,1.967,0.745,1.0,276.0,1029.0,40.5,413.0,0.0,2048.67,2375.0
79.79,2.91,40.64,3.91,1485.49,1046.44,2531.93,13765.65,5188.68,0.5583,0.0,0.0,1.963,0.744,1.0,276.0,1029.0,79.9,413.0,0.0,2586.66,2580.0
79.68,2.92,40.57,3.88,1488.67,1036.34,2525.01,13738.5,5170.83,0.5579,0.0,0.0,1.964,0.753,1.0,276.0,1029.0,115.6,413.0,0.0,3065.44,2671.0
78.92,3.68,18.06,3.19,1867.34,393.95,2261.29,18148.36,1024.67,0.2693,0.0,0.0,4.37,1.154,1.0,357.7,409.8,53.7,570.0,0.0,1803.94,2060.0
78.76,3.69,18.15,3.2,1868.82,397.1,2265.92,18055.72,1034.91,0.2711,0.0,0.0,4.339,1.153,1.0,357.7,409.8,53.7,570.0,0.0,1800.78,2003.0
78.82,3.68,18.09,3.21,1865.03,397.23,2262.26,18092.13,1028.08,0.2702,0.0,0.0,4.357,1.146,1.0,357.7,409.8,90.7,570.0,0.0,2470.84,2423.0
78.85,3.7,18.16,3.19,1876.1,395.96,2272.05,18100.29,1036.05,0.2708,0.0,0.0,4.342,1.16,1.0,357.7,409.8,90.7,570.0,0.0,2475.02,2446.0
78.71,3.69,18.1,3.2,1867.66,396.09,2263.76,18037.69,1029.22,0.2706,0.0,0.0,4.349,1.153,1.0,357.7,409.8,141.0,570.0,0.0,3373.68,3068.0
78.76,3.69,18.05,3.2,1868.82,395.09,2263.91,18069.11,1023.54,0.2698,0.0,0.0,4.363,1.153,1.0,357.7,409.8,141.0,570.0,0.0,3378.11,3110.0
78.8,3.7,35.2,2.8,1874.93,643.9,2518.83,14971.07,3892.56,0.4822,0.0,0.0,2.239,1.321,1.0,357.7,385.6,53.7,570.0,0.0,1722.85,1831.0
78.8,3.7,35.31,2.79,1874.93,643.44,2518.38,14947.16,3916.93,0.4835,0.0,0.0,2.232,1.326,1.0,357.7,385.6,53.7,570.0,0.0,1721.39,1876.0
78.88,3.67,35.24,2.81,1861.23,646.99,2508.23,14998.75,3901.41,0.4824,0.0,0.0,2.238,1.306,1.0,357.7,385.6,90.7,570.0,0.0,2275.58,2174.0
78.91,3.69,35.4,2.8,1872.3,647.42,2519.72,14977.69,3936.92,0.4841,0.0,0.0,2.229,1.318,1.0,357.7,385.6,90.7,570.0,0.0,2277.79,2202.0
78.72,3.68,35.35,2.8,1862.72,646.54,2509.26,14895.6,3925.8,0.4846,0.0,0.0,2.227,1.314,1.0,357.7,385.6,141.0,570.0,0.0,3015.83,2732.0
78.64,3.71,35.27,2.78,1876.39,640.35,2516.74,14879.99,3908.06,0.4839,0.0,0.0,2.23,1.335,1.0,357.7,385.6,141.0,570.0,0.0,3016.13,2736.0
76.69,5.96,35.26,2.79,2983.46,642.57,3626.03,13928.42,3905.84,0.4962,0.0,0.0,2.175,2.136,1.0,347.0,385.6,53.7,570.0,0.0,2031.02,2183.0
76.51,5.99,35.29,2.81,2992.27,647.88,3640.15,13829.83,3912.49,0.498,0.0,0.0,2.168,2.132,1.0,347.0,385.6,53.7,570.0,0.0,2030.83,2203.0
76.44,6.01,35.15,2.8,3000.0,643.02,3643.02,13832.03,3881.51,0.4965,0.0,0.0,2.175,2.146,1.0,347.0,385.6,90.7,570.0,0.0,2543.54,2666.0
76.4,6.0,35.1,2.8,2993.31,642.14,3635.45,13824.74,3870.47,0.4961,0.0,0.0,2.177,2.143,1.0,347.0,385.6,90.7,570.0,0.0,2540.22,2631.0
76.44,6.01,35.19,2.81,3000.0,646.11,3646.11,13820.1,3890.35,0.4971,0.0,0.0,2.172,2.139,1.0,347.0,385.6,141.0,570.0,0.0,3238.8,3110.0
76.4,6.0,35.27,2.78,2993.31,640.35,3633.66,13788.94,3908.06,0.498,0.0,0.0,2.166,2.158,1.0,347.0,385.6,141.0,570.0,0.0,3229.87,3032.0
76.65,5.95,35.26,2.79,2976.78,642.57,3619.34,13909.15,3905.84,0.4964,0.0,0.0,2.174,2.133,1.0,428.6,385.6,53.7,570.0,0.0,2270.51,2645.0
76.54,5.96,35.21,2.79,2977.85,641.69,3619.54,13868.16,3894.77,0.4965,0.0,0.0,2.174,2.136,1.0,428.6,385.6,53.7,570.0,0.0,2268.43,2601.0
76.51,5.99,35.1,2.8,2992.27,642.14,3634.41,13877.58,3870.47,0.4954,0.0,0.0,2.18,2.139,1.0,428.6,385.6,90.7,570.0,0.0,2788.76,2971.0
76.49,6.01,35.17,2.78,3001.89,638.6,3640.49,13856.05,3885.93,0.4961,0.0,0.0,2.175,2.162,1.0,428.6,385.6,90.7,570.0,0.0,2789.57,2911.0
76.61,5.94,35.15,2.8,2970.09,643.02,3613.12,13913.77,3881.51,0.4954,0.0,0.0,2.18,2.121,1.0,428.6,385.6,141.0,570.0,0.0,3482.74,3322.0
76.43,6.02,35.25,2.8,3004.8,644.78,3649.58,13803.35,3903.63,0.4978,0.0,0.0,2.168,2.15,1.0,428.6,385.6,141.0,570.0,0.0,3482.72,3304.0
90.15,5.15,13.92,3.08,3000.43,299.19,3299.62,24623.87,608.74,0.1886,0.0,0.0,6.476,1.672,1.0,346.9,348.2,37.5,571.8,0.0,2068.42,2718.0
90.12,5.13,13.85,3.1,2987.49,299.96,3287.45,24612.22,602.63,0.1881,0.0,0.0,6.507,1.655,1.0,346.9,348.2,37.5,571.5,0.0,2063.76,2724.0
90.1,5.15,26.48,3.32,2998.82,587.01,3585.82,22713.62,2202.85,0.3307,0.0,0.0,3.403,1.551,1.0,346.9,342.1,37.5,571.5,0.0,2092.86,2718.0
89.06,5.04,26.27,3.28,2900.09,575.19,3475.28,22174.87,2168.05,0.3318,0.0,0.0,3.39,1.537,1.0,346.9,342.1,37.5,564.6,0.0,2034.37,2482.0
90.24,5.11,46.77,4.03,2979.38,1235.3,4214.67,17475.48,6872.02,0.5629,0.0,0.0,1.929,1.268,1.0,346.9,345.8,37.5,572.1,0.0,2116.04,2626.0
89.52,5.08,46.55,4.05,2938.42,1236.08,4174.51,17132.58,6807.52,0.5652,0.0,0.0,1.923,1.254,1.0,346.9,345.8,37.5,567.6,0.0,2089.25,2462.0
89.36,5.09,13.76,3.09,2939.25,297.15,3236.4,24194.31,594.82,0.1886,0.0,0.0,6.494,1.647,1.0,464.0,348.2,37.5,566.7,0.0,2374.57,3182.0
89.33,5.12,13.69,3.06,2956.09,292.63,3248.72,24188.02,588.79,0.1875,0.0,0.0,6.525,1.673,1.0,464.0,348.2,37.5,566.7,0.0,2380.57,3232.0
90.35,5.15,26.39,3.31,3006.9,583.26,3590.17,22874.04,2187.91,0.3287,0.0,0.0,3.424,1.556,1.0,464.0,342.1,37.5,573.0,0.0,2452.51,3286.0
89.94,5.11,26.26,3.29,2969.74,576.84,3546.59,22669.74,2166.4,0.3286,0.0,0.0,3.425,1.553,1.0,464.0,342.1,37.5,570.3,0.0,2425.41,3242.0
90.2,5.15,46.45,4.1,3002.05,1249.41,4251.46,17532.4,6778.31,0.5604,0.0,0.0,1.942,1.256,1.0,464.0,345.8,37.5,572.1,0.0,2482.46,3082.0
90.26,5.09,46.38,4.07,2968.04,1238.1,4206.13,17598.15,6757.89,0.5589,0.0,0.0,1.946,1.251,1.0,464.0,345.8,37.5,572.1,0.0,2465.23,3192.0
90.05,5.15,26.62,3.33,2997.2,591.81,3589.0,22657.17,2226.21,0.3326,0.0,0.0,3.383,1.547,1.0,346.9,342.1,29.0,571.2,0.0,1899.24,2460.0
89.89,5.11,26.24,3.31,2968.14,580.14,3548.28,22641.49,2163.1,0.3287,0.0,0.0,3.426,1.544,1.0,346.9,342.1,29.0,570.0,0.0,1884.72,2494.0
89.45,5.1,26.35,3.35,2948.07,589.89,3537.96,22365.67,2181.28,0.332,0.0,0.0,3.395,1.522,1.0,346.9,342.1,37.5,567.3,0.0,2063.2,2623.0
89.98,5.07,26.5,3.35,2947.13,593.05,3540.18,22636.36,2206.18,0.3317,0.0,0.0,3.395,1.513,1.0,346.9,342.1,37.5,570.3,0.0,2074.11,2588.0
89.83,5.12,26.14,3.31,2972.18,578.06,3550.24,22626.15,2146.65,0.3278,0.0,0.0,3.436,1.547,1.0,346.9,342.1,51.0,569.7,0.0,2382.74,2950.0
89.22,5.08,26.12,3.33,2928.85,581.35,3510.19,22283.02,2143.37,0.3301,0.0,0.0,3.416,1.526,1.0,346.9,342.1,51.0,565.8,0.0,2351.33,3026.0
90.89,4.26,26.34,3.36,2489.81,591.54,3081.35,23181.5,2179.62,0.3268,0.0,0.0,3.451,1.268,1.0,336.8,342.1,37.5,570.9,0.0,1910.24,2376.0
90.84,4.21,26.35,3.3,2458.6,580.57,3039.17,23162.28,2181.28,0.3264,0.0,0.0,3.447,1.276,1.0,336.8,342.1,37.5,570.3,0.0,1895.25,2406.0
89.73,5.12,26.43,3.32,2968.96,585.96,3554.92,22513.94,2194.54,0.3316,0.0,0.0,3.395,1.542,1.0,346.9,342.1,37.5,569.1,0.0,2074.66,2611.0
89.32,5.08,26.44,3.31,2932.04,584.3,3516.34,22283.32,2196.2,0.3331,0.0,0.0,3.378,1.535,1.0,346.9,342.1,37.5,566.4,0.0,2052.64,2579.0
87.78,6.77,26.51,3.34,3877.9,591.38,4469.28,21407.77,2207.85,0.3401,0.0,0.0,3.311,2.027,1.0,327.3,342.1,37.5,567.3,0.0,2274.34,2894.0
87.57,6.73,26.57,3.33,3845.26,590.76,4436.02,21282.7,2217.85,0.3414,0.0,0.0,3.296,2.021,1.0,327.3,342.1,37.5,565.8,0.0,2258.76,2928.0
55.12,1.88,21.48,2.52,662.2,360.06,1022.26,7735.27,1449.5,0.4354,4.0,0.0,2.566,0.746,1.0,322.0,276.0,47.01,800.0,0.005,676.24,632.0
55.12,1.88,21.48,2.52,662.2,360.06,1022.26,7735.27,1449.5,0.4354,4.0,0.0,2.566,0.746,1.0,322.0,276.0,47.01,800.0,0.005,676.24,686.0
55.12,1.88,35.99,2.01,662.2,467.22,1129.42,5008.37,4069.24,0.6894,14.0,0.0,1.532,0.935,1.0,322.0,275.0,47.01,800.0,0.0175,577.16,418.0
55.12,1.88,35.99,2.01,662.2,467.22,1129.42,5008.37,4069.24,0.6894,14.0,0.0,1.532,0.935,1.0,322.0,275.0,47.01,800.0,0.0175,577.16,424.0
55.12,1.88,21.48,2.52,662.2,360.06,1022.26,7735.27,1449.5,0.4354,4.0,0.0,2.566,0.746,1.0,322.0,276.0,47.01,1300.0,0.003076923,676.24,534.0
55.12,1.88,21.48,2.52,662.2,360.06,1022.26,7735.27,1449.5,0.4354,4.0,0.0,2.566,0.746,1.0,322.0,276.0,47.01,1300.0,0.003076923,676.24,553.0
55.12,1.88,35.99,2.01,662.2,467.22,1129.42,5008.37,4069.24,0.6894,14.0,0.0,1.532,0.935,1.0,322.0,275.0,47.01,1300.0,0.010769231,577.16,354.0
55.12,1.88,35.99,2.01,662.2,467.22,1129.42,5008.37,4069.24,0.6894,14.0,0.0,1.532,0.935,1.0,322.0,275.0,47.01,1300.0,0.010769231,577.16,381.0
55.12,1.88,21.48,2.52,662.2,360.06,1022.26,7735.27,1449.5,0.4354,4.0,0.0,2.566,0.746,1.0,322.0,276.0,47.01,1800.0,0.002222222,676.24,415.0
55.12,1.88,21.48,2.52,662.2,360.06,1022.26,7735.27,1449.5,0.4354,4.0,0.0,2.566,0.746,1.0,322.0,276.0,47.01,1800.0,0.002222222,676.24,490.0
55.12,1.88,35.99,2.01,662.2,467.22,1129.42,5008.37,4069.24,0.6894,14.0,0.0,1.532,0.935,1.0,322.0,275.0,47.01,1800.0,0.007777778,577.16,306.0
55.12,1.88,35.99,2.01,662.2,467.22,1129.42,5008.37,4069.24,0.6894,14.0,0.0,1.532,0.935,1.0,322.0,275.0,47.01,1800.0,0.007777778,577.16,274.0
144.0,6.0,63.5,4.0,5541.77,1646.19,7187.96,50830.18,12667.69,0.4688,0.0,0.0,2.268,1.5,1.0,763.0,748.0,102.56,1500.0,0.0,10672.87,10897.0
144.0,6.0,46.0,4.0,5541.77,1206.37,6748.14,57290.08,6647.61,0.3472,0.0,0.0,3.13,1.5,1.0,763.0,748.0,102.83,1500.0,0.0,11021.88,12015.0
119.0,6.0,46.0,4.0,4599.29,1206.37,5805.66,36634.11,6647.61,0.4202,0.0,0.0,2.587,1.5,1.0,763.0,748.0,102.83,1500.0,0.0,8178.71,8748.0
144.0,6.0,63.5,4.0,5541.77,1646.19,7187.96,50830.18,12667.69,0.4688,0.0,0.0,2.268,1.5,1.0,763.0,748.0,102.83,1500.0,0.0,10686.59,11179.0
144.0,6.0,46.0,4.0,5541.77,1206.37,6748.14,57290.08,6647.61,0.3472,0.0,0.0,3.13,1.5,1.0,763.0,748.0,102.56,1500.0,0.0,11006.41,11867.0
119.0,6.0,46.0,4.0,4599.29,1206.37,5805.66,36634.11,6647.61,0.4202,0.0,0.0,2.587,1.5,1.0,763.0,748.0,102.56,1500.0,0.0,8168.82,8628.0
265.24,3.76,203.37,5.63,6310.65,7293.66,13604.31,83790.23,129934.25,0.788,0.0,0.0,1.304,0.668,1.0,253.8,296.3,45.98,1500.0,0.0,7615.47,8949.7
265.24,3.76,218.87,5.63,6310.65,7841.96,14152.61,62681.08,150495.1,0.8464,0.0,0.0,1.212,0.668,1.0,253.8,296.3,45.98,1500.0,0.0,6807.32,7924.7
265.24,3.76,232.87,5.63,6310.65,8337.2,14647.85,42317.28,170363.66,0.8992,0.0,0.0,1.139,0.668,1.0,253.8,296.3,45.98,1500.0,0.0,6017.72,6036.7
265.24,3.76,203.37,5.63,6310.65,7293.66,13604.31,83790.23,129934.25,0.788,0.0,0.0,1.304,0.668,1.0,253.8,296.3,24.44,1500.0,0.0,5810.59,7896.6
